tbl_TrunkGroup(tbl_TrunkGroup)

Export Time:2018/06/03 10:39:31

Direct index number,Trunk group number,Equipment ID,Trunk group name,Call source code,Office number,Circuit type,Group direction,Circuit selection mode,Additional group,Reserved circuit number for priority user,Connect satellite circuit,International call,Number incomplete,Name valid,Virtual trunk group,Reserved,National Variant,Call-in authority,Call-out authority,Overlap send called number,DOD2,CLIR flag,Send initial tone,Initial tone type,Send exceptional tone,Exceptional tone type,Charging source code,Outgoing trunk charging source code,Use opposite pulse,Centralized accounting flag,Meter bill flag,Type of usage,Reserved 24,Generate call attempt bill,EC capability,Support EC in hairpin call,EC initiative,EC use mode,Blank,Can request caller number,Connect without valid caller number,Calling number min length,Caller number provision mode,Software parameter of signalling control,Default caller number,Bar forwarded call,Connect by default,Calling number address attribute transmitting mode,Whether request caller number for CCB,Request original called number,Connect without valid caller number,Connect without valid original called number,Call barring group number,Signalling mode,Signalling link,Upper seizure threshold,Lower seizure threshold,Software parameter of service control,OPC,DPC,Network indicator,Network management source code,Idle circuits for weak call restriction,Idle circuits for forced call restriction,Audio codec prefer,Circuit pool number,Partial Cli Index,Reserved circuit number for incoming call,Timer group index,ISUP TX mask,ISUP RX mask,ISUP compatibility transmit mask,ISUP compatibility receive mask,Video codec prefer,Video supported flag,Query CAC flag,Hop Counter,Hop Counter Value,Trunk Group type,Enhanced Voice Attribute,Maximum Simultaneous Call,Maximum Simultaneous Incomming Call,Maximum Simultaneous Outgoing Call,Codec List,Gain value,Interface ID,Type of PCCWID,PRA ID,Master/Slave flag,Preselect policy code,Send SAC,Not Ignore CLI  for incoming Trunk,Not Ignore CLI  for outgoing Trunk,Incoming Route Priority,Handle RO Mode,Send Route Origin,Force Release Call,Reserved 27,Incoming Trunk CM Flag,Outgoing Trunk CM Flag,Block status,Reserved 28,Incoming Trunk Class Mark Code,Outgoing Trunk Class Mark Code,ISUP TX sub mask,ISUP RX sub mask,Tone Group,Record status
440,959,65535,SIP_Uni_Nizwa_S,958,958,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111101111111111111111111,111111111111111111111111,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22306750,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,10,10,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
441,960,65535,SIP_Min_H&C_B,960,960,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111111111111111111111111,111111111111111111111111,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22081500,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,30,30,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1101110000100000111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
442,961,65535,SIP_Min_H&C_S,960,960,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111111111111111111111111,111111111111111111111111,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22081500,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,30,30,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1101110000100000111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
443,844,6,PRI_Global_Communication,501,844,PRA,Bidirectional trunk,Cyclic,'0,'0,False,False,False,'0,False,255,ITU-T,111111111111111111111111,111111111111111111111111,True,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,15,False,False,False,True,Always ON,'0,True,True,1,Default number,63,22089600,False,True,Not transparently transmit,False,False,True,True,65535,China,171,'0,'0,'00000000000000000000000000000000,'000000,'000000,International network,65535,'0,'0,None,'0,65535,'0,'0,'0,'0,CPBTXMASK0,CPBRXMASK0,'0,'0,Not Query,False,'0,'0,'00000000000000000000000000000000,None,None,None,1111110001011110111000000111000000000000,'0,None,PRA,,Master,65535,False,True,True,Not Configure,Send RO Directly,Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
444,842,6,PRI_Batinah_Power,501,842,PRA,Bidirectional trunk,Cyclic,'0,'0,False,False,False,'0,False,255,ITU-T,111111111111111111111111,111111111111111111111111,True,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,15,False,False,False,True,Always ON,'0,True,True,1,Default number,63,24393300,False,True,Not transparently transmit,False,False,True,True,65535,China,169,'0,'0,'00000000000000000000000000000000,'000000,'000000,International network,65535,'0,'0,None,'0,65535,'0,'0,'0,'0,CPBTXMASK0,CPBRXMASK0,'0,'0,Not Query,False,'0,'0,'00000000000000000000000000000000,None,None,None,1111110001011110111000000111000000000000,'0,None,PRA,,Master,65535,False,True,True,Not Configure,Send RO Directly,Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
445,1690,65535,SIPTG_MARS OVERSEAS LLC_B,845,1690,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111111111111111111111111,111111111111111111111111,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22500800,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,10,10,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
446,1691,65535,SIPTG_MARS OVERSEAS LLC_S,845,1690,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111111111111111111111111,111111111111111111111111,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22500800,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,10,10,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
447,964,65535,SIP_General_Electric_B,964,964,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111111111111111111111111,111111111111111111111111,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22058000,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,30,30,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
448,965,65535,SIP_General_Electric_S,964,964,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111111111111111111111111,111111111111111111111111,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22058000,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,30,30,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
449,873,3,Oman Broadband,501,873,PRA,Bidirectional trunk,Cyclic,'0,'0,False,False,False,'0,False,255,ITU-T,111111111111111111111111,111111111111111111111111,True,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,15,False,False,False,True,Always ON,'0,True,True,1,Default number,63,22310500,False,True,Not transparently transmit,False,False,True,True,65535,China,206,'0,'0,'00000000000000000000000000000000,'000000,'000000,International network,65535,'0,'0,None,'0,65535,'0,'0,'0,'0,CPBTXMASK0,CPBRXMASK0,'0,'0,Not Query,False,'0,'0,'00000000000000000000000000000000,None,None,None,1111110001011110111000000111000000000000,'0,None,PRA,,Master,65535,False,True,True,Not Configure,Send RO Directly,Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
450,850,3,PRI_Petrofac_First,501,850,PRA,Bidirectional trunk,Cyclic,'0,'0,False,False,False,'0,False,255,ITU-T,111111111111111111111111,111111111111111111111111,True,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,15,False,False,False,True,Always ON,'0,True,True,1,Default number,63,22324000,False,True,Not transparently transmit,False,False,True,True,65535,China,180,'0,'0,'00000000000000000000000000000000,'000000,'000000,International network,65535,'0,'0,None,'0,65535,'0,'0,'0,'0,CPBTXMASK0,CPBRXMASK0,'0,'0,Not Query,False,'0,'0,'00000000000000000000000000000000,None,None,None,1111110001011110111000000111000000000000,'0,None,PRA,,Master,65535,False,True,True,Not Configure,Send RO Directly,Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
451,1033,6,Bank Muscat HQ,501,1033,PRA,Bidirectional trunk,Cyclic,'0,'0,False,False,False,'0,False,255,ITU-T,111111111111111111111111,111111111111111111111111,True,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,15,False,False,False,True,Always ON,'0,True,True,1,Default number,63,22007222,False,True,Not transparently transmit,False,False,True,True,65535,China,266,'0,'0,'00000000000000000000000000000000,'000000,'000000,International network,65535,'0,'0,None,'0,65535,'0,'0,'0,'0,CPBTXMASK0,CPBRXMASK0,'0,'0,Not Query,False,'0,'0,'00000000000000000000000000000000,None,None,None,1111110001011110111000000111000000000000,'0,None,PRA,,Master,65535,False,True,True,Not Configure,Send RO Directly,Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
452,191,65535,SIPTG_Airtel_VoIP_S,227,190,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,'000000000000000000000000,'000000000000000000000000,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,888888888888,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,30,30,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,PRA,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
453,972,65535,SIP_MOE_Sohar_B,972,972,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111101111111111111111111,111111111111111111111111,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22087500,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,30,30,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,PRA,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
454,973,65535,SIP_MOE_Sohar_S,972,972,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111101111111111111111111,111111111111111111111111,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22087500,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,30,30,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
455,966,65535,SIP_MOE_Rustaq_B,966,966,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111101111111111111111111,111111111111111111111111,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22087800,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,30,30,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
456,967,65535,SIP_MOE_Rustaq_S,966,966,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111101111111111111111111,111111111111111111111111,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22087800,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,30,30,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
457,968,65535,SIPTG_Ministry Of Education -Samail_B,968,968,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111101111111111111111111,111111111111111111111111,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22087300,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,10,10,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
458,969,65535,SIPTG_Ministry Of Education -Samail_S,968,968,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111101111111111111111111,111111111111111111111111,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22087300,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,10,10,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
459,990,65535,SIP_MOE_Hyma_B,990,990,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111101111111111111111111,111111111111111111111111,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,22087400,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,10,10,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,PRA,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
460,848,3,PRI_Worley_Engg,501,539,PRA,Bidirectional trunk,Cyclic,'0,'0,False,False,False,'0,False,255,ITU-T,111111111111111111111111,111111111111111111111111,True,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,15,False,False,False,True,Always ON,'0,True,True,1,Default number,63,22323700,False,True,Not transparently transmit,False,False,True,True,65535,China,175,'0,'0,'00000000000000000000000000000000,'000000,'000000,International network,65535,'0,'0,None,'0,65535,'0,'0,'0,'0,CPBTXMASK0,CPBRXMASK0,'0,'0,Not Query,False,'0,'0,'00000000000000000000000000000000,None,None,None,1111110001011110111000000111000000000000,'0,None,PRA,,Master,65535,False,True,True,Not Configure,Send RO Directly,Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
461,461,3,BOIGW1-ET3,'0,461,PRA,Bidirectional trunk,Cyclic,'0,'0,False,False,False,'0,False,255,ITU-T,111111111111111111111111,111111111111111111111111,True,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,15,False,False,False,True,Always ON,'0,True,True,1,Default number,63,888888888888,False,True,Not transparently transmit,False,False,True,True,65535,China,176,'0,'0,'00000000000000000000000000000000,'000000,'000000,International network,65535,'0,'0,None,'0,65535,'0,'0,'0,'0,CPBTXMASK0,CPBRXMASK0,'0,'0,Not Query,False,'0,'0,'00000000000000000000000000000000,None,None,None,1111110001011110111000000111000000000000,'0,None,PRA,,Master,65535,False,True,True,Not Configure,Send RO Directly,Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
462,462,6,BOIGW2-ET3,'0,461,PRA,Bidirectional trunk,Cyclic,'0,'0,False,False,False,'0,False,255,ITU-T,111111111111111111111111,111111111111111111111111,True,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,15,False,False,False,True,Always ON,'0,True,True,1,Default number,63,888888888888,False,True,Not transparently transmit,False,False,True,True,65535,China,177,'0,'0,'00000000000000000000000000000000,'000000,'000000,International network,65535,'0,'0,None,'0,65535,'0,'0,'0,'0,CPBTXMASK0,CPBRXMASK0,'0,'0,Not Query,False,'0,'0,'00000000000000000000000000000000,None,None,None,1111110001011110111000000111000000000000,'0,None,PRA,,Master,65535,False,True,True,Not Configure,Send RO Directly,Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
463,463,'0,SOIGW1-ET3,'0,461,PRA,Bidirectional trunk,Cyclic,'0,'0,False,False,False,'0,False,255,ITU-T,111111111111111111111111,111111111111111111111111,True,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,15,False,False,False,True,Always ON,'0,True,True,1,Default number,63,888888888888,False,True,Not transparently transmit,False,False,True,True,65535,China,178,'0,'0,'00000000000000000000000000000000,'000000,'000000,International network,65535,'0,'0,None,'0,65535,'0,'0,'0,'0,CPBTXMASK0,CPBRXMASK0,'0,'0,Not Query,False,'0,'0,'00000000000000000000000000000000,None,None,None,1111110001011110111000000111000000000000,'0,None,PRA,,Master,65535,False,True,True,Not Configure,Send RO Directly,Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
464,464,1,SOIGW2-ET3,'0,461,PRA,Bidirectional trunk,Cyclic,'0,'0,False,False,False,'0,False,255,ITU-T,111111111111111111111111,111111111111111111111111,True,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,15,False,False,False,True,Always ON,'0,True,True,1,Default number,63,888888888888,False,True,Not transparently transmit,False,False,True,True,65535,China,179,'0,'0,'00000000000000000000000000000000,'000000,'000000,International network,65535,'0,'0,None,'0,65535,'0,'0,'0,'0,CPBTXMASK0,CPBRXMASK0,'0,'0,Not Query,False,'0,'0,'00000000000000000000000000000000,None,None,None,1111110001011110111000000111000000000000,'0,None,PRA,,Master,65535,False,True,True,Not Configure,Send RO Directly,Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
465,10,65535,SIPTG_Nawras_Mobile,'0,1,SIP,Bidirectional trunk,Minimum,'0,'0,False,False,False,'0,False,'0,ITU-T92+,111101011111111111111111,111111111111111111111111,False,False,'00,False,Recorded 0,False,Recorded 0,'0,65535,False,False,No,Network usage,'0,False,False,False,False,Always ON,'0,True,True,'0,Default number,Service 0,888888888888,False,True,'0,False,False,True,True,65535,China,'0,'0,'0,'00000000000000000000000000000000,'000000,'000000,National network,65535,10,10,No Prefer,'0,65535,65535,'0,None,None,CPBTXMASK0,CPBRXMASK0,No prefer,Supported,Not Query,False,'0,'0,'0000000000000000,None,None,None,1111110001111110111100000111111100000000,'0,None,ISUP/TUP,,Master,65535,False,True,True,Not Configure,Send RO Directly,Not Send,False,'0,Not Configure,Not Configure,'0,'0,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,'00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65535,65535,65534,1
