tbl_CallPreProc(tbl_CallPreProc)

Export Time:2018/06/03 11:07:18

ID,Call source code,Call code,Nature of callee address indicator,Centrex GroupNo,Local DN set,Call prefix,Caller category,Time Index,Orginal SubCategory,Call prefix processing name,Call from,Called number change flag,Method of sending tone,Failure processing flag,Caller number change flag,Call Prefix Processing control flag,Color ring mode,Reserved,New DN set,Called number change index,Caller number change index,Mobile send tone method,Reanalysis,Tone position,Send answer signal,Reserved Field,Reanalysis items,Signal tone type,Processing type,Failure cause code,SCP parameter table index,New Local DN set,New Call Source Code,Master/Slave type,Adjust called num flag,Adjust called num before change flag,Adjust called collected num flag,Reserved Field,SubCategory,Prefix index,Service access code,Reserved For Hot Patch,Status
1947,223,4367,All number,65535,9,A22540,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1925,65534,4345,All number,65535,2,A22540,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1926,65534,4346,All number,65535,2,A22541,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1948,223,4368,All number,65535,9,A22541,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1949,223,4369,All number,65535,9,A22542,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1927,65534,4347,All number,65535,2,A22542,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1950,223,4370,All number,65535,9,A22543,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1928,65534,4348,All number,65535,2,A22543,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1951,223,4371,All number,65535,9,A22544,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1929,65534,4349,All number,65535,2,A22544,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1952,223,4372,All number,65535,9,A22545,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1930,65534,4350,All number,65535,2,A22545,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1931,65534,4351,All number,65535,2,A22546,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1953,223,4373,All number,65535,9,A22546,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1932,65534,4352,All number,65535,2,A22547,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1954,223,4374,All number,65535,9,A22547,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1933,65534,4353,All number,65535,2,A22548,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1955,223,4375,All number,65535,9,A22548,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2176,223,4743,All number,65535,9,A2255,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2168,65534,4735,All number,65535,2,A2255,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2177,223,4744,All number,65535,9,A2256,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2169,65534,4736,All number,65535,2,A2256,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
414,65534,882,All number,65535,2,A23,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
416,65534,883,All number,65535,2,A24,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
417,65534,884,All number,65535,2,A25,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
418,65534,890,All number,65535,2,A26,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,6,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1656,65534,3859,All number,65535,2,A71,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,12,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1602,223,3804,All number,65535,9,A71,All categories,'0,65534,CAI_to_NM_to_LDNSET0,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1220,65534,2890,All number,65535,2,A710,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,12,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1444,65534,3666,All number,65535,2,A711,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,12,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1487,65534,3736,All number,65535,2,A712,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,12,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1635,65534,3832,All number,65535,2,A713,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,12,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1640,65534,3835,All number,65535,2,A714,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,12,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
448,65534,4460,All number,65535,2,A720,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,12,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2121,65534,4688,All number,65535,2,A721,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,12,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
2194,65534,4764,All number,65535,2,A722,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,12,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1719,65534,4037,All number,65535,2,A79,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,12,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1717,223,4036,All number,65535,9,A79,All categories,'0,65534,CAI_to_NM_to_LDNSET0,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1160,60,3912,All number,65535,'0,A79,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1718,218,4036,All number,65535,9,A79,All categories,'0,65534,Sama_to_NM_to_LDNSET0,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1378,223,2892,All number,65535,9,A790,All categories,'0,65534,CAI_to_NM_to_LDNSET0,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1227,65534,2893,All number,65535,2,A790,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,12,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1226,218,2892,All number,65535,9,A790,All categories,'0,65534,Sama_to_NM_to_LDNSET0,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1585,65534,3796,All number,65535,2,A791,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,12,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1584,223,3795,All number,65535,9,A791,All categories,'0,65534,CAI_to_NM_to_LDNSET0,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1583,218,3795,All number,65535,9,A791,All categories,'0,65534,Sama_to_NM_to_LDNSET0,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1593,218,3798,All number,65535,9,A792,All categories,'0,65534,Sama_to_NM_to_LDNSET0,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1595,65534,3799,All number,65535,2,A792,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,12,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1594,223,3798,All number,65535,9,A792,All categories,'0,65534,CAI_to_NM_to_LDNSET0,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1600,223,3787,All number,65535,9,A9,All categories,'0,65534,CAI_to_NM_to_LDNSET0,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1399,65534,3635,All number,65535,2,A90,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,12,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1094,65534,2053,All number,65535,2,A901,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,12,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1095,65534,2054,All number,65535,2,A902,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,12,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1122,65534,2079,All number,65535,2,A903,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,12,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1163,65534,2133,All number,65535,2,A904,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,12,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1210,65534,2864,All number,65535,2,A905,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,12,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1215,65534,2867,All number,65535,2,A906,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,12,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
167,65534,1491,All number,65535,2,A91,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,12,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
169,65534,1520,All number,65535,2,A92,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,12,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
985,65534,1875,All number,65535,2,A92459697,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,12,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
537,65534,2131,All number,65535,2,A92666943,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,12,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
171,65534,1526,All number,65535,2,A93,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,71,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,12,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
