Route No.,Route Name,Subroute Sel.Mode,Per of Dir Subroutes,Percentage 2,Percentage 3,Percentage 4,1st sub-route,2nd sub-route,3rd sub-route,4th sub-route
1018,Nmobile-1TATA IND-2Bharti-3Tele-4Qtel-5ISC-1018,Select by percentage,40,60,60,20,350,351,180,181
1019,Nmobile-1TATA IND-2Bharti-3Tele-4Qtel-5ISC-1019,Select by percentage,40,60,60,20,350,351,180,181
1020,Nmobile-1TATA IND-2Bharti-3Tele-4Qtel-5ISC-1020,Select by percentage,40,60,60,20,350,351,180,181
1021,Nmobile-1TATA IND-2Bharti-3Tele-4Qtel-5ISC-1021,Select by percentage,40,60,60,20,350,351,180,181
1022,Nmobile-1TATA IND-2Bharti-3Tele-4Qtel-5ISC-1022,Select by percentage,40,60,60,20,350,351,180,181
1023,Nmobile-1TATA IND-2Bharti-3JT-4Tele-5Qtel-6ISC-1023,Select by percentage,24,36,24,8,350,351,180,181
1024,Nmobile64-1Indosat-2Tele-3TIS-4Bharti-1024,Select by percentage,50,50,100,50,370,371,330,80
1025,Nmobile64-1Indosat-2Tele-3TIS-4JT-5TATA-1025,Select by percentage,50,50,50,50,370,371,80,81
1026,Nmobile64-1Indosat-2Tele-3TIS-4JT-5TATA-1026,Select by percentage,50,50,50,50,370,371,80,81
1027,Nmobile64-1Indosat-2Tele-3TIS-4JT-5Bharti-1027,Select by percentage,50,50,50,50,370,371,80,81
1028,Nmobile64-1Indosat-2Tele-3TIS-4JT-5Bharti-1028,Select by percentage,50,50,50,50,370,371,80,81
1029,Nmobile64-1Indosat-2TIS-3Tele-4JT-5Bharti-1029,Select by percentage,50,50,100,50,370,371,330,80
1030,Nmobile64-1TATAIND-2TATA-3TIS-1030,Select by percentage,100,60,15,0,350,351,220,None
1031,Nmobile64-1TATAIND-2TATA-3TIS-1031,Select by percentage,100,60,15,0,350,351,220,None
1032,Nmobile64-1TATAIND-2TATA-3TIS-1032,Select by percentage,100,60,15,0,350,351,220,None
1033,Nmobile64-1TATAIND-2TATA-3TIS-1033,Select by percentage,100,60,15,0,350,351,220,None
1034,Nmobile64-1TATAIND-2TATA-3TIS-1034,Select by percentage,100,60,20,0,350,351,220,None
1035,Nmobile64-1TATAU-2TIS-3TeleU-4Bharti-1035,Select by percentage,100,100,50,50,220,330,80,81
1036,Nmobile64-1TATAU-2TIS-3TeleU-4Bharti-1036,Select by percentage,100,100,50,50,220,330,80,81
1039,Nmobile64-1TIS-2Bharti-1039,Select by percentage,100,60,20,20,330,180,181,182
1040,Nmobile64-1Bharti-2TATA-3TATAIND-1040,Select by percentage,60,20,20,100,180,181,182,220
1041,Nmobile64-1TIS-2Bharti-1041,Select by percentage,100,60,20,20,330,180,181,182
1042,Nmobile64-1TIS-2Bharti-1042,Select by percentage,100,60,20,20,330,180,181,182
1043,Nmobile64-1PTCL-2TATA-3Bharti-1043,Select by percentage,30,30,40,60,280,281,220,180
1044,Nmobile64-1PTCL-2TATA-3Bharti-1044,Select by percentage,30,30,40,60,280,281,220,180
1045,Nmobile64-1TIS-2Tele-3TATAIND-4JT-1045,Select by percentage,100,50,50,40,330,80,81,350
1046,Nmobile64-1TIS-2JT-4Bharti-1046,Select by percentage,100,50,50,60,330,260,261,180
1047,Nmobile64-1Tele-2TATA-3TIS-4Bharti-5JT-1047,Select by percentage,50,50,100,100,80,81,220,330
1048,Nmobile64-1JT-2Pantel-3Bharti-1048,Select by percentage,50,50,100,60,260,261,140,180
1049,Nmobile64-1TIS-2Tele-3Protel-4TATAVOIP-5TATA-1049,Select by percentage,100,50,50,100,330,80,81,220
1050,NMobile-1Qtel-2TelenorU-3Bharti-4TataU-5ISC-1050,Select by percentage,50,50,14,86,113,114,111,112
1051,NMobile-1Qtel-2TelU-3Bha-4TataU-5ISC-1051,Select by percentage,50,50,14,86,113,114,111,112
1052,NMobile-1Qtel-2TelU-3Bha-4TataU-5ISC-1052,Select by percentage,50,50,14,86,113,114,111,112
1053,Nmobile-2JT-3TATA-4Tele-5TIS-6OT-1053,Select by percentage,50,50,100,50,260,261,220,80
1054,Nmobile-1JT-2TATA-3Tele-4TATAIND-1054,Select by percentage,25,25,25,25,260,261,80,81
1055,Nmobile-1JT-2TeleU-3TATAU-4Bharti,Select by percentage,40,40,10,10,260,261,80,81
1056,Nmobile-1Zain-3TATA-4Tele-5Bharti-1056,Select by percentage,100,100,50,50,360,220,80,81
1057,Nmobile64-1Bharti-2JT-3TIS-4Protel-5Tele-1057,Select by percentage,60,20,20,50,180,181,182,260
1058,NMobile64-1TATA-2TATAIND-3Bharti-1058,Select by percentage,100,40,60,60,220,350,351,180
1059,NMobile64-1JT-2TIS-3TATA-1059,Select by percentage,50,50,100,100,260,261,330,220
1060,NMobile64-1TATA-2JT-3Bharti-1060,Select by percentage,100,50,50,60,220,260,261,180
1061,NMobile64-1TATA- 2TATA-IND-3Bharti-4Qtel-1061,Select by percentage,100,40,60,60,220,350,351,180
1065,Nmobile64-1JT-2TIS-1065,Select by percentage,50,50,100,0,260,261,330,None
1066,Nmobile64-1JT-2TIS-1066,Select by percentage,25,25,50,0,260,261,330,None
1067,Nmobile64-1Tele-2JT-3TATA-1067,Select by percentage,50,50,50,50,80,81,260,261
1068,Nmobile64-1TIS-2JT-3Tele-4TATA-5TATAIND-1068,Select by percentage,100,50,50,50,330,260,261,80
1069,Nmobile64-1TATA-2TIS-3Tele-4Bharti-5JT-1069,Select by percentage,100,100,50,50,220,330,80,81
1070,Nmobile64-1TATA-2TIS-3Tele-4Bharti-5JT-1070,Select by percentage,100,100,50,50,220,330,80,81
1071,Nmobile64-1TATA-2TIS-3Tele-4Bharti-5JT-1071,Select by percentage,100,100,50,50,220,330,80,81
1072,Nmobile64-1TATA-2TIS-3Tele-4Bharti-5JT-1072,Select by percentage,100,100,50,50,220,330,80,81
1073,Nmobile64-1TATA-2TIS-3Tele-4Bharti-5JT-1073,Select by percentage,100,100,50,50,220,330,80,81
1074,Nmobile64-1TATA-2TIS-3Tele-4Bharti-5JT-1074,Select by percentage,100,100,50,50,220,330,80,81
1075,Nmobile-1DU-2Etisalat-3TATA-4Tele-5ISC-1075,Select by percentage,25,2,13,10,70,71,72,73
1078,Nmobile-1TATA-2Tele-3Bhrti-1078,Select by percentage,100,50,50,60,220,80,81,180
1079,Nmobile-1TATA-2Tele-3Bhrti-1079,Select by percentage,100,50,50,60,220,80,81,180
1080,Nmobile-1TATA-2Tele-3Bhrti-1080,Select by percentage,100,50,50,60,220,80,81,180
1081,NMobile64-1TIS-2TATA- 3TATA-IND-4Bharti-1081,Select by percentage,65,35,40,60,330,220,350,351
1082,NMobile64-1TIS-2TATA- 3TATA-IND-4Bharti-1082,Select by percentage,65,35,40,60,330,220,350,351
1083,NMobile64-1TIS-2TATA- 3TATA-IND-4Bharti-1083,Select by percentage,65,35,40,60,330,220,350,351
1084,NMobile64-1TIS-2TATA- 3TATA-IND-4Bharti-1084,Select by percentage,65,35,40,60,330,220,350,351
1085,NMobile64-1TIS-2TATA- 3TATA-IND-4Bharti-1085,Select by percentage,65,35,40,60,330,220,350,351
1086,Nmobile64-1TATAIND-2TATA-3Bharti-1086,Select by percentage,40,60,100,60,350,351,220,180
1087,Nmobile64-1TATAIND-2TATA-3Bharti-1087,Select by percentage,40,60,100,60,350,351,220,180
1088,Nmobile64-1Bharti-2JT--3TATA-1088,Select by percentage,60,20,20,50,180,181,182,260
1089,Nmobile-1TATA-2TATA-IND-3Bharti-4IDTVOIP-5ISC-1089,Select by percentage,100,40,60,60,220,350,351,180
1090,1(NOR-TELEN) 2(IND-TATA) 3(JOD-JTG) 4(OMN-OMT),Select by percentage,50,50,100,50,81,80,220,261
1091,NMobile-1TataU-2TelenorU-3ISC,Select by percentage,100,50,50,50,220,80,81,60
1093,NMobile-1Tele-2TATA-3Bharti-4Invitel-1093,Select by percentage,50,50,100,60,80,81,220,180
1094,Nmobile-1TATA-2Tele-3Qtel-4Bharti-5TIS-1094,Select by percentage,100,50,50,50,220,80,81,113
1095,Nmobile-1IDTVOIP-2Telenor-3TATA-4Bharti-5ISC-1095,Select by percentage,50,50,100,60,80,81,220,180
1096,NMobile-1TATAU-3TelenorU-4Bharti-5ISC-1096,Select by percentage,100,50,50,60,220,80,81,180
1097,Nmobile64-1JT-2TIS-3TATA-4Tele-5Bharti-6Protel-1097,Select by percentage,50,50,100,100,260,261,330,220
1098,Nmobile-1JT-2TIS-3TATA-1098,Select by percentage,50,50,100,100,260,261,330,220
1099,Nmobile-1TATAU-2TelenorU-3Bharti-4ISC,Select by percentage,100,50,50,60,220,80,81,180
1100,Nmobile-1TelenorU-2TataU,Select by percentage,50,50,100,50,80,81,220,60
1101,TATA-Mumbai,Sequential selection,100,0,0,0,351,None,None,None
1102,Nmobile-1TelenorU-2TATAU-3Bharti-4ISC-1102,Select by percentage,50,50,100,60,80,81,220,180
1103,Nmobile64-1TATA-2TIS-3Tele-4Bharti-5JT-6Protel-1103,Select by percentage,50,50,50,50,220,330,80,81
1104,Nmobile-1TelenorU-2Bharti-3TataU-4ISC,Select by percentage,50,50,60,20,80,81,180,181
1105,NMobile-1Sparkle,Sequential selection,0,0,0,0,330,None,None,None
1106,Nmobile-1Indosat,Select by percentage,50,50,0,0,370,371,None,None
1107,Nmobile-1TATA IND-2Bharti-3JT-4Tele-5Qtel-6ISC-1107,Select by percentage,24,36,24,8,350,351,180,181
1108,Nmobile-1TIS-2Qtel-3Bharti-4TATA-5TATA-IND-1108,Select by percentage,100,50,50,60,330,113,114,180
1109,Nmobile-1TATA-3Bharti-4TATA-IND-6ISC-1109,Select by percentage,50,60,20,20,220,180,181,182
1110,Nmobile64-1Bharti-2TATA-3JT-1110,Select by percentage,60,20,20,100,180,181,182,220
1111,Nmobile64-1Bharti-2TIS-3TATAIND-4TATA-1111,Select by percentage,60,20,20,100,180,181,182,330
1112,Nmobile64-1Bharti-2TIS-3TeleU-4IDT-5Bharti-1112,Select by percentage,60,20,20,100,180,181,182,220
1114,NMobile-1Sparkle-2Invitel-3TelenorU-4ISC,Select by percentage,100,100,50,50,330,140,80,81
1115,Nmobile-2TATA-3JT-4Bharti-5TATA-IND-1115,Select by percentage,100,50,50,60,220,260,261,180
1116,Nmobile-1TATA-3JT-4Bharti-5TATA-IND-1116,Select by percentage,100,50,50,60,220,260,261,180
1117,Nmobile-2JT-3TATA-4Bharti-5TATA-IND-1117,Select by percentage,50,50,100,60,260,261,220,180
1118,Nmobile64-1TATA-2Tele-3JT-1118,Select by percentage,100,50,50,50,220,80,81,260
1121,Nmobile-1TataU,Select by percentage,100,0,0,0,220,None,None,None
1122,Nmobile-1TeleU-2TIS-3Pantel,Select by percentage,50,50,100,100,80,81,330,140
1123,Nmobile-1TataU,Select by percentage,100,0,0,0,220,None,None,None
1124,NMobile-1TeleU-2TataU-3Pantel,Select by percentage,50,50,100,100,80,81,220,140
1125,Nmobile-1TATA-2Bharti-1125,Select by percentage,100,60,20,20,220,180,181,182
1126,Nmobile-1TeleU-2TIS-3TataU,Select by percentage,50,50,100,100,80,81,330,220
1127,Nmobile-1TataU-2TeleU-3TIS,Select by percentage,100,50,50,100,220,80,81,330
1128,Nmobile64-1Bharti-2JT-3TATA-4TIS-5Tele--1128,Select by percentage,60,20,20,50,180,181,182,260
1134,TATA_MUMBAI_ISC,Select by percentage,40,60,0,0,350,351,None,None
1140,NMobile-1Sparkle,Select by percentage,100,0,0,0,330,None,None,None
1141,Nmobile-1JT-2TATA-3Tele-4Pantel-5Bharti-1141,Select by percentage,50,50,100,50,260,261,220,80
1142,Nmobile-1TIS-2Telenor-3TATA-4Bharti-1142,Select by percentage,100,50,50,100,330,80,81,220
1145,NMobile-1TATAU-2TelenorU-3Bharti-5TIS-6ISC,Select by percentage,100,50,50,60,220,80,81,180
1146,NMobile-1TATAU-2TelenorU-3Bharti-4TIS-6ISC-1146,Select by percentage,100,50,50,60,220,80,81,180
1147,Nmobile-1Tele-2TATA-3TIS-4Qtel-5TATA_IND-6Bharti,Select by percentage,50,50,100,100,80,81,220,330
1150,Nmobile-1TATA-2Tele-3Bharti-4TIS-6ISC-1150,Select by percentage,100,50,50,60,220,80,81,180
1151,Nmobile64-1PTCL-2TATA-3Bharti-1151,Select by percentage,30,30,40,60,280,281,220,180
1152,Nmobile64-1BhartL-2TIS-3Tele-1152,Select by percentage,60,20,20,100,180,181,182,330
1153,Nmobile64-1Indosat-2TIS-3TATA-1153,Select by percentage,50,50,100,100,370,371,330,220
1154,Nmobile64-1Indosat-2Bharti-3TIS-1154,Select by percentage,50,50,60,20,370,371,180,181
1155,Nmobile64-1BhartL-2TIS-3Tele-1155,Select by percentage,60,20,20,100,180,181,182,330
1156,NMobile-2Tele-3TIS-4TATA-5ISC-1156,Select by percentage,50,50,100,100,80,81,330,220
1157,NMobile-2TATA-3TIS-4Bharti-5ISC-1157,Select by percentage,100,100,60,20,220,330,180,181
1158,Nmobile-1TIS-2TATA-3Bharti-4Tele-6ISC-1158,Select by percentage,100,100,60,20,330,220,180,181
1159,NMobile-1Pantel-2TIS-3Tele-4Qtel-5TATA-6ISC-1159,Select by percentage,100,100,50,50,140,330,80,81
1160,Nmobile-1TIS-2Tele-3TATA-4Qtel-5Bharti-6ISC-1160,Select by percentage,100,50,50,100,330,80,81,220
1165,Int IC from Telenor to Pakistan Fixed-1165,Select by percentage,50,50,0,0,113,114,None,None
1166,Int IC from Telenor to Pakistan Mobile-1166,Select by percentage,50,50,0,0,113,114,None,None
1167,Int IC from Telenor to Pakistan Mobilink-1167,Select by percentage,50,50,0,0,113,114,None,None
1168,Int IC from Telenor to Pakistan Telenor-1168,Select by percentage,50,50,0,0,113,114,None,None
1169,Int IC from Telenor to Pakistan Ufone-1169,Select by percentage,50,50,0,0,113,114,None,None
1170,Int IC from Telenor to Pakistan Warid-1170,Select by percentage,50,50,0,0,113,114,None,None
1171,Int IC from Telenor to Pakistan Zong-1171,Select by percentage,50,50,0,0,113,114,None,None
1172,Intl IC from QTel to Du-1172,Select by percentage,50,5,25,20,70,71,72,73
1173,Nmobile64-1TATA-2TIS-3Tele-4Bharti-5JT-6Protel-1173,Select by percentage,100,100,50,50,220,330,80,81
1174,Nmobile64-1Tele-2Protel-3JT-4BT-5Sparkle-1174,Select by percentage,50,50,50,50,80,81,335,336
1175,Nmobile-1TATA-2Tele-3Bharti-4TIS-5ISC-1175,Select by percentage,100,50,50,60,220,80,81,180
1176,Nmobile-1Bharti-2Tele-3TATA-1176,Select by percentage,60,20,20,50,180,181,182,80
1180,Nmobile-2Bharti-3Tele-4TATA-1180,Select by percentage,60,20,20,50,180,181,182,80
1184,Nmobile-2Bharti-3Tele-4TATA-1184,Select by percentage,60,20,20,50,180,181,182,80
1186,Nmobile-1Bharti-2Tele-3TATA-1186,Select by percentage,60,20,20,50,180,181,182,80
1187,Nmobile-1TIS-2Bharti-3TATA-4TATA-IND-1187,Select by percentage,100,60,20,20,330,180,181,182
1190,Nmobile-1TelenorU-2Bharti-3TataU-4ISC-1190,Select by percentage,50,50,60,20,80,81,180,181
1194,Nmobile-1Bharti-2Tele-3TATA-1194,Select by percentage,60,20,20,50,180,181,182,80
1203,Nmobile-1Bharti-2Tele-3TATA-1203,Select by percentage,60,20,20,50,180,181,182,80
1204,Nmobile-2Bharti-3Tele-4TATA-1204,Select by percentage,60,20,20,50,180,181,182,80
1205,Nmobile-1TataU-2Bharti-3TelenorU-4ISC-1205,Select by percentage,100,60,20,20,220,180,181,182
1210,Nmobile-1Bharti-2Tele-3TATA-1210,Select by percentage,60,20,20,50,180,181,182,80
1212,Nmobile-1Bharti-2Tele-3TATA-1212,Select by percentage,60,20,20,50,180,181,182,80
1222,Nmobile-1TIS-2Tele-3TATA-4Bharti-5ISC-1222,Select by percentage,100,50,50,100,330,80,81,220
1223,Nmobile-1TIS-2Tele-3TATA-5Bharti-6ISC-1223,Select by percentage,100,50,50,100,330,80,81,220
1224,NMobile-1Pantel-2TIS-3Tele-5TATA-6ISC-1224,Select by percentage,100,100,50,50,140,330,80,81
1225,Nmobile64-1TATAU-2TIS-3Bharti-4TeleU-1225,Select by percentage,100,100,60,20,220,330,180,181
1226,Nmobile-1TIS-2Tele-3TATA-5Bharti-6ISC-1226,Select by percentage,100,50,50,100,330,80,81,220
1227,NMobile-1TelenorU-2TataU-3Bharti-4ISC-1227,Select by percentage,50,50,100,60,80,81,220,180
1228,NMobile-1Invitel-2TelenorU-3ISC-1228,Select by percentage,100,50,50,50,140,80,81,60
1229,Nmobile-1TIS-2Tele-3TATA-5Bharti-6ISC-1229,Select by percentage,100,50,50,100,330,80,81,220
1230,NMobile-1TATA-2TATAIND-3TIS-4Bharti-1230,Select by percentage,100,40,60,100,220,350,351,330
1231,NMobile-1TelenorU-2TataU-3Bharti-4ISC-1231,Select by percentage,50,50,100,60,80,81,220,180
1232,NMobile-1TelenorU-2-Invitel-3ISC-1232,Select by percentage,50,50,100,50,80,81,140,60
1233,Nmobile-1TIS-2Tele-3TATA-4Bharti-5ISC-1233,Select by percentage,100,50,50,100,330,80,81,220
1234,Nmobile-1TIS-2Tele-3TATA-4Bharti-5ISC-1234,Select by percentage,100,50,50,100,330,80,81,220
1235,Nmobile-1TIS-2Tele-3TATA-5Bharti-6ISC-1235,Select by percentage,100,50,50,100,330,80,81,220
1236,Nmobile-1TIS-2Tele-3TATA-5Bharti-6ISC-1236,Select by percentage,100,50,50,100,330,80,81,220
1237,NMobile-1TelenorU-2-Invitel-3ISC-1237,Select by percentage,50,50,100,50,80,81,140,60
1238,Nmobile-1TelenorU-2TATAU-3Bharti-4ISC-1238,Select by percentage,50,50,100,60,80,81,220,180
1239,Nmobile-1TIS-2Tele-3TATA-5Bharti-6ISC-1239,Select by percentage,100,50,50,100,330,80,81,220
1240,Nmobile-1TIS-2Tele-3TATA-5Bharti-6ISC-1240,Select by percentage,100,50,50,100,330,80,81,220
1241,NMobile-1TelenorU-2TataU-3Bharti-4ISC-1241,Select by percentage,50,50,100,60,80,81,220,180
1242,Nmobile-1TIS-2Tele-3TATA-5Bharti-6ISC-1242,Select by percentage,100,50,50,100,330,80,81,220
1243,NMobile-1TelenorU-2TataU-3Bharti-4ISC-1243,Select by percentage,50,50,100,60,80,81,220,180
1244,NMobile-1TelenorU-2TataU-3Bharti-4ISC-1244,Select by percentage,50,50,100,60,80,81,220,180
1245,NMobile-1TelenorU-2TataU-3Bharti-4ISC-1245,Select by percentage,50,50,100,60,80,81,220,180
1247,Nmobile-1TIS-2Tele-3TATA-5Bharti-6ISC-1247,Select by percentage,100,50,50,100,330,80,81,220
1248,NMobile-1TelenorU-2TataU-3Bharti-4ISC-1248,Select by percentage,50,50,100,60,80,81,220,180
1249,NMobile-1TelenorU-2TataU-3Bharti-4ISC-1249,Select by percentage,50,50,100,60,80,81,220,180
1250,Nmobile-1TIS-2Tele-3TATA-4Bharti-5ISC-1250,Select by percentage,100,50,50,100,330,80,81,220
1251,Nmobile-1TIS-2Tele-3TATA-5Bharti-6ISC-1251,Select by percentage,100,50,50,100,330,80,81,220
1252,Nmobile-1TIS-2Tele-3TATA-5Bharti-6ISC-1252,Select by percentage,100,50,50,100,330,80,81,220
1254,NMobile-1TelenorU-2TataU-3Bharti-4ISC-1254,Select by percentage,50,50,100,60,80,81,220,180
1255,NMobile-1Pantel-2TIS-3Tele-5TATA-6ISC-1255,Select by percentage,100,100,50,50,140,330,80,81
1257,Nmobile-1TIS-2Tele-3TATA-5Bharti-6ISC-1257,Select by percentage,100,50,50,100,330,80,81,220
1258,Nmobile-1TIS-2Tele-3TATA-5Bharti-6ISC-1258,Select by percentage,100,50,50,100,330,80,81,220
1259,Nmobile-1TIS-2Tele-3TATA-5Bharti-6ISC-1259,Select by percentage,100,50,50,100,330,80,81,220
1260,NMobile-1Invitel-2TelenorU-3ISC-1260,Select by percentage,100,50,50,50,140,80,81,60
1261,NMobile-1Pantel-2TIS-3Tele-5TATA-6ISC-1261,Select by percentage,100,100,50,50,140,330,80,81
1262,NMobile-1TelenorU-2TataU-3Bharti-4ISC-1262,Select by percentage,50,50,100,60,80,81,220,180
1263,NMobile-1Pantel-2TIS-3Tele-5TATA-6ISC-1263,Select by percentage,100,100,50,50,140,330,80,81
1264,Nmobile-1TIS-2Tele-3TATA-5Bharti-6ISC-1264,Select by percentage,100,50,50,100,330,80,81,220
1277,Nmobile-1TATA-2TATAIND-3Tele-1277,Select by percentage,100,40,60,50,220,350,351,80
1278,NMobile-1TelenorU-2TataU-3Bharti-4ISC-1278,Select by percentage,50,50,100,60,80,81,220,180
1281,Nmobile-2Bharti-3Tele-4TATA-1281,Select by percentage,60,20,20,50,180,181,182,80
1314,Nmobile-1TIS-2Tele-3TATA-5Bharti-6ISC-1314,Select by percentage,100,50,50,100,330,80,81,220
1315,Nmobile-2Bharti-3Tele-4TATA-1315,Select by percentage,60,20,20,50,180,181,182,80
1317,Nmobile-2Bharti-3Tele-4TATA-1317,Select by percentage,60,20,20,50,180,181,182,80
1319,NMobile-1TelenorU-2TataU-3Bharti-4ISC-1319,Select by percentage,50,50,100,60,80,81,220,180
1323,NMobile-1TelenorU-2TataU-3Bharti-4ISC-1323,Select by percentage,50,50,100,60,80,81,220,180
1324,Nmobile-1JT-2Tele-3Bharti-4Protel-5TIS-1324,Select by percentage,50,50,8,8,260,261,80,81
1325,Nfixed-1JT-2Tele-3Bharti-4Protel-5TIS-1325,Select by percentage,50,50,8,8,260,261,80,81
1329,Nmobile-1TataU-2TelenorU-1329,Select by percentage,100,50,50,0,220,80,81,None
1330,Nmobile-1TataU-2TelenorU-1330,Select by percentage,100,50,50,0,220,80,81,None
1331,Nmobile-2Bharti-3Tele-4TATA-1331,Select by percentage,60,20,20,50,180,181,182,80
1332,Nmobile-1Bharti-2Tele-3TATA-1332,Select by percentage,60,20,20,50,180,181,182,80
1333,NMobile-1TelenorU-2TataU-3Bharti-4ISC-1333,Select by percentage,50,50,100,60,80,81,220,180
1334,Nmobile-1TelenorU-2TataU-3Bharti-4ISC-1334,Select by percentage,50,50,60,20,80,81,180,181
1335,Nmobile-1TelenorU-2TataU-3Bharti-4ISC-1335,Select by percentage,50,50,60,20,80,81,180,181
1341,Nmobile-1TIS-2Tele-3TATA-5Bharti-6ISC-1341,Select by percentage,100,50,50,100,330,80,81,220
1342,Nmobile-1Bharti-2Tele-3TATA-1342,Select by percentage,60,20,20,50,180,181,182,80
1344,Nmobile-2Bharti-3Tele-4TATA-1344,Select by percentage,60,20,20,50,180,181,182,80
1345,Nmobile64-1Indosat-2TIS-3Tele-4Bharti-1345,Select by percentage,50,50,100,50,370,371,330,80
1346,Nmobile64-1Indosat-2Bharti-3JT-4Tele-5TATA-6TIS-1346,Select by percentage,50,50,60,20,370,371,180,181
1347,Nmobile64-1TATA-2TATAIND-1347,Select by percentage,100,40,60,0,220,350,351,None
1348,Nmobile-1JT-2TeleU-3TATAU-4Bharti-1348,Select by percentage,40,40,10,10,260,261,80,81
1349,Nmobile64-1TATA-2Tele-3JT-1349,Select by percentage,100,50,50,50,220,80,81,260
1350,Nmobile64-1Tele-2JT-1350,Select by percentage,50,50,50,50,80,81,260,261
1351,Nmobile64-1TATAU-2TIS-3TeleU-4IDT-5Bharti-1351,Select by percentage,100,100,50,50,220,330,80,81
1352,Nmobile64-1TATA-2Tele-3JT-1352,Select by percentage,100,50,50,50,220,80,81,260
1359,NMobile-1Qtel-2TelU-3Bha-4TataU-5ISC-1359,Select by percentage,50,50,14,86,113,114,111,112
1360,NMobile-1Qtel-2TelU-3Bha-4TataU-5ISC-1360,Select by percentage,50,50,14,86,113,114,111,112
1361,Nmobile64-1TATAIND-2TATA-3TIS-1361,Select by percentage,100,60,20,0,350,351,220,None
1362,Nmobile-1JT-2TATA-3Bharti-4Tele-5ISC-1362,Select by percentage,50,50,100,60,260,261,220,180
1368,Nmobile64-1TATA-2TIS-3Tele-4Bharti-5JT-6Protel-1368,Select by percentage,50,50,50,50,220,330,80,81
1369,Nmobile64-1TIS-2Bharti-3TATAIND-4TATA-1369,Select by percentage,100,60,20,20,330,180,181,182
